浙江-浙移,#genre#
CCTV4,http://m.061899.xyz/mg/cctv4
CCTV5,http://m.061899.xyz/mg/cctv5
CCTV5+,http://m.061899.xyz/mg/cctv5p
CCTV6,http://m.061899.xyz/mg/cctv6
CCTV7,http://m.061899.xyz/mg/cctv7
CCTV8,http://m.061899.xyz/mg/cctv8
CCTV9,http://m.061899.xyz/mg/cctv9
CCTV10,http://m.061899.xyz/mg/cctv10
CCTV11,http://m.061899.xyz/mg/cctv11
CCTV12,http://m.061899.xyz/mg/cctv12
CCTV13,http://m.061899.xyz/mg/cctv13
CCTV14,http://m.061899.xyz/mg/cctv14
CCTV15,http://m.061899.xyz/mg/cctv15
CCTV16,http://m.061899.xyz/mg/cctv16
CCTV17,http://m.061899.xyz/mg/cctv17
CCTV4美洲,http://m.061899.xyz/mg/cctv4m
CCTV4欧洲,http://m.061899.xyz/mg/cctv4o
CETV-01,http://m.061899.xyz/mg/cetv1
CETV-02,http://m.061899.xyz/mg/cetv2
CETV-04,http://m.061899.xyz/mg/cetv4
卫视-XG66,#genre#
湖南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hunws
江苏卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jsws
浙江卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=zjws
北京卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=bjws
东方卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=dfws
深圳卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=szws
广东卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gdws
天津卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=tjws
安徽卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=ahws
山东卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=sdws
辽宁卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=lnws
河北卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hbws
河南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hnws
江西卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jxws
四川卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=scws
重庆卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cqws
贵州卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gzws
湖北卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hubws
广西卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gxws
东南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=dnws
海南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hinws
青海卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=qhws
吉林卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jlws
黑龙江卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hljws
北京卫视,http://m.061899.xyz/mg/bjws
东方卫视,http://m.061899.xyz/mg/dfws
浙江卫视,http://m.061899.xyz/mg/zjws
江苏卫视,http://m.061899.xyz/mg/jsws
湖南卫视,http://m.061899.xyz/mg/hunws
广东卫视,http://m.061899.xyz/mg/gdws
深圳卫视,http://m.061899.xyz/mg/szws
天津卫视,http://m.061899.xyz/mg/tjws
安徽卫视,http://m.061899.xyz/mg/ahws
山东卫视,http://m.061899.xyz/mg/sdws
河北卫视,http://m.061899.xyz/mg/hbws
河南卫视,http://m.061899.xyz/mg/hnws
江西卫视,http://m.061899.xyz/mg/jxws
四川卫视,http://m.061899.xyz/mg/scws
重庆卫视,http://m.061899.xyz/mg/cqws
贵州卫视,http://m.061899.xyz/mg/gzws
湖北卫视,http://m.061899.xyz/mg/hubws
广西卫视,http://m.061899.xyz/mg/gxws
东南卫视,http://m.061899.xyz/mg/dnws
海南卫视,http://m.061899.xyz/mg/hinws
甘肃卫视,http://m.061899.xyz/mg/gsws
青海卫视,http://m.061899.xyz/mg/qhws
陕西卫视,http://m.061899.xyz/mg/sxws
宁夏卫视,http://m.061899.xyz/mg/nxws
新疆卫视,http://m.061899.xyz/mg/xjws
西藏卫视,http://m.061899.xyz/mg/xzws
兵团卫视,http://m.061899.xyz/mg/btws
吉林卫视,http://m.061899.xyz/mg/jlws
内蒙古视,http://m.061899.xyz/mg/nmgws
黑龙江视,http://m.061899.xyz/mg/hljws
061899,#genre#
CCTV-1综合,http://t.061899.xyz/tl/dq.php?id=cctv1
CCTV-2财经,http://t.061899.xyz/tl/dq.php?id=cctv2
CCTV-3综艺,http://t.061899.xyz/tl/dq.php?id=cctv3
CCTV-4中文国际,http://t.061899.xyz/tl/dq.php?id=cctv4
CCTV-4美洲,http://t.061899.xyz/tl/dq.php?id=cctv4m
CCTV-4欧洲,http://t.061899.xyz/tl/dq.php?id=cctv4o
CCTV-5体育,http://t.061899.xyz/tl/dq.php?id=cctv5
CCTV-5+体育赛事,http://t.061899.xyz/tl/dq.php?id=cctv5p
CCTV-6电影,http://t.061899.xyz/tl/dq.php?id=cctv6
CCTV-7国防军事,http://t.061899.xyz/tl/dq.php?id=cctv7
CCTV-8电视剧,http://t.061899.xyz/tl/dq.php?id=cctv8
CCTV-9纪录,http://t.061899.xyz/tl/dq.php?id=cctv9
CCTV-10科教,http://t.061899.xyz/tl/dq.php?id=cctv10
CCTV-11戏曲,http://t.061899.xyz/tl/dq.php?id=cctv11
CCTV-12社会与法,http://t.061899.xyz/tl/dq.php?id=cctv12
CCTV-13新闻,http://t.061899.xyz/tl/dq.php?id=cctv13
CCTV-14少儿,http://t.061899.xyz/tl/dq.php?id=cctv14
CCTV-15音乐,http://t.061899.xyz/tl/dq.php?id=cctv15
CCTV-16奥运,http://t.061899.xyz/tl/dq.php?id=cctv16
CCTV-17农业农村,http://t.061899.xyz/tl/dq.php?id=cctv17
CHC家庭影院,http://t.061899.xyz/tl/dq.php?id=jtyy
CHC动作电影,http://t.061899.xyz/tl/dq.php?id=dzdy
CHC影迷电影,http://t.061899.xyz/tl/dq.php?id=ymdy
CCTV发现之旅,http://t.061899.xyz/tl/dq.php?id=fxzl
CCTV中学生,http://t.061899.xyz/tl/dq.php?id=zxs
CCTV老故事,http://t.061899.xyz/tl/dq.php?id=lgs
CETV 1 中国教育,http://t.061899.xyz/tl/dq.php?id=cetv1
CETV 2 中国教育,http://t.061899.xyz/tl/dq.php?id=cetv2
CETV 4 中国教育,http://t.061899.xyz/tl/dq.php?id=cetv4
浙江卫视,http://t.061899.xyz/tl/dq.php?id=zjws
广东卫视,http://t.061899.xyz/tl/dq.php?id=gdws
江苏卫视,http://t.061899.xyz/tl/dq.php?id=jsws
东方卫视,http://t.061899.xyz/tl/dq.php?id=dfws
陕西卫视,http://t.061899.xyz/tl/dq.php?id=sxws
江西卫视,http://t.061899.xyz/tl/dq.php?id=jxws
湖北卫视,http://t.061899.xyz/tl/dq.php?id=hubws
吉林卫视,http://t.061899.xyz/tl/dq.php?id=jlws
青海卫视,http://t.061899.xyz/tl/dq.php?id=qhws
河南卫视,http://t.061899.xyz/tl/dq.php?id=hnws
东南卫视,http://t.061899.xyz/tl/dq.php?id=dnws
大湾区卫视,http://t.061899.xyz/tl/dq.php?id=dwqws
海南卫视,http://t.061899.xyz/tl/dq.php?id=hinws
湖南卫视,http://t.061899.xyz/tl/dq.php?id=hunws
北京卫视,http://t.061899.xyz/tl/dq.php?id=bjws
重庆卫视,http://t.061899.xyz/tl/dq.php?id=cqws
黑龙江卫视,http://t.061899.xyz/tl/dq.php?id=hljws
吉林卫视,http://t.061899.xyz/tl/dq.php?id=jlws
内蒙古卫视,http://t.061899.xyz/tl/dq.php?id=nmgws
甘肃卫视,http://t.061899.xyz/tl/dq.php?id=gsws
河北卫视,http://t.061899.xyz/tl/dq.php?id=hbws
山西卫视,http://t.061899.xyz/tl/dq.php?id=sxiws
山东卫视,http://t.061899.xyz/tl/dq.php?id=sdws
深圳卫视,http://t.061899.xyz/tl/dq.php?id=szws
云南卫视,http://t.061899.xyz/tl/dq.php?id=ynws
贵州卫视,http://t.061899.xyz/tl/dq.php?id=gzws
四川卫视,http://t.061899.xyz/tl/dq.php?id=scws
新疆卫视,http://t.061899.xyz/tl/dq.php?id=xjws
西藏卫视,http://t.061899.xyz/tl/dq.php?id=xzws
重温经典,http://t.061899.xyz/tl/dq.php?id=cwjd
上海五星体育,http://t.061899.xyz/tl/dq.php?id=wxty
广东影视,http://t.061899.xyz/tl/dq.php?id=gdys
上海新闻综合,http://t.061899.xyz/tl/dq.php?id=shxw
上海东方影视,http://t.061899.xyz/tl/dq.php?id=shys
上海第一财经,http://t.061899.xyz/tl/dq.php?id=dycj
劲爆体育,http://t.061899.xyz/tl/dq.php?id=jbty
魅力足球,http://t.061899.xyz/tl/dq.php?id=mlzq
广东体育,http://t.061899.xyz/tl/dq.php?id=gdty
经典香港电影,http://t.061899.xyz/tl/dq.php?id=xgdy
军事迷必看大片,http://t.061899.xyz/tl/dq.php?id=jsm
新片放映厅,http://t.061899.xyz/tl/dq.php?id=xpdy
红色轮播台,http://t.061899.xyz/tl/dq.php?id=hslb
金色剧场,http://t.061899.xyz/tl/dq.php?id=jsjc
掼蛋精英赛,http://t.061899.xyz/tl/dq.php?id=dds
咪咕24小时体育台,http://t.061899.xyz/tl/dq.php?id=mgty
优漫卡通,http://t.061899.xyz/tl/dq.php?id=jjkt
嘉佳卡通,http://t.061899.xyz/tl/dq.php?id=jjkt
BRTV文艺,http://t.061899.xyz/tl/dq.php?id=bjwy
BRTV纪实科教,http://t.061899.xyz/tl/dq.php?id=bjjs
BRTV影视,http://t.061899.xyz/tl/dq.php?id=bjys
BRTV财经,http://t.061899.xyz/tl/dq.php?id=bjcj
BRTV体育休闲,http://t.061899.xyz/tl/dq.php?id=bjty
BRTV生活,http://t.061899.xyz/tl/dq.php?id=bjsh
BRTV新闻,http://t.061899.xyz/tl/dq.php?id=bjxw
卡酷少儿,http://t.061899.xyz/tl/dq.php?id=bjkk
咪咕频道,#genre#
CCTV1,http://183.129.255.66:8480/hls/1/index.m3u8
CCTV2,http://183.129.255.66:8480/hls/2/index.m3u8
CCTV3,http://183.129.255.66:8480/hls/3/index.m3u8
CCTV5,http://183.129.255.66:8480/hls/5/index.m3u8
CCTV5+,http://183.129.255.66:8480/hls/6/index.m3u8
CCTV6,http://183.129.255.66:8480/hls/7/index.m3u8
CCTV7,http://183.129.255.66:8480/hls/8/index.m3u8
CCTV8,http://183.129.255.66:8480/hls/9/index.m3u8
CCTV9,http://183.129.255.66:8480/hls/10/index.m3u8
CCTV10,http://183.129.255.66:8480/hls/11/index.m3u8
CCTV11,http://183.129.255.66:8480/hls/12/index.m3u8
CCTV12,http://183.129.255.66:8480/hls/13/index.m3u8
CCTV13,http://183.129.255.66:8480/hls/14/index.m3u8
CCTV14,http://183.129.255.66:8480/hls/15/index.m3u8
CCTV15,http://183.129.255.66:8480/hls/16/index.m3u8
CCTV16,http://183.129.255.66:8480/hls/17/index.m3u8
CCTV17,http://183.129.255.66:8480/hls/18/index.m3u8
组播频道,#genre#
CCTV1,http://go.bkpcp.top/mg/cctv1 
CCTV2,http://go.bkpcp.top/mg/cctv2 
CCTV3,http://go.bkpcp.top/mg/cctv3 
CCTV4,http://go.bkpcp.top/mg/cctv4 
CCTV5,http://go.bkpcp.top/mg/cctv5
CCTV5+,http://go.bkpcp.top/mg/cctv5p 
CCTV6,http://go.bkpcp.top/mg/cctv6
CCTV7,http://go.bkpcp.top/mg/cctv7 
CCTV8,http://go.bkpcp.top/mg/cctv8
CCTV9,http://go.bkpcp.top/mg/cctv9
CCTV10,http://go.bkpcp.top/mg/cctv10 
CCTV11,http://go.bkpcp.top/mg/cctv11
CCTV12,http://go.bkpcp.top/mg/cctv12 
CCTV13,http://go.bkpcp.top/mg/cctv13 
CCTV14,http://go.bkpcp.top/mg/cctv14
CCTV15,http://go.bkpcp.top/mg/cctv15
CCTV16,http://go.bkpcp.top/mg/cctv16
CCTV17,http://go.bkpcp.top/mg/cctv17 
cct4欧洲,http://go.bkpcp.top/mg/cctv4o
cct4美洲,http://go.bkpcp.top/mg/cctv4m
CGTN-西,http://go.bkpcp.top/mg/cgtne 
CGTN-阿,http://go.bkpcp.top/mg/cgtna 
CGTN-法,http://go.bkpcp.top/mg/cgtnf 
北京卫视,http://go.bkpcp.top/mg/bjws
东方卫视,http://go.bkpcp.top/mg/dfws
浙江卫视,http://go.bkpcp.top/mg/zjws 
江苏卫视,http://go.bkpcp.top/mg/jsws 
湖南卫视,http://go.bkpcp.top/mg/hunws 
广东卫视,http://go.bkpcp.top/mg/gdws 
深圳卫视4k,http://go.bkpcp.top/mg/szws 
山东卫视,http://go.bkpcp.top/mg/sdws
河南卫视,http://go.bkpcp.top/mg/hnws
江西卫视,http://go.bkpcp.top/mg/jxws 
湖北卫视,http://go.bkpcp.top/mg/hubws 
海南卫视,http://go.bkpcp.top/mg/hinws
陕西卫视,http://go.bkpcp.top/mg/sxws 
兵团卫视,http://go.bkpcp.top/mg/btws 
黑龙江视,http://go.bkpcp.top/mg/hljws
港台,#genre#
凤凰中文,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236260/index.m3u8
凤凰中文,http://r.jdshipin.com/cCCzW
凤凰中文,https://smt.1678520.xyz/smt3.2.1.php?id=phoenixtv_hd
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰中文,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzw
凤凰中文,https://live.tvfix.org/live/fhzw/1/v4000000/index.m3u8
凤凰中文,https://cdn6.101.qzz.io/163189/fhzw
凤凰中文,http://bxtv.3a.ink/api.php?id=fhzw
凤凰资讯,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236197/index.m3u8
凤凰资讯,http://r.jdshipin.com/0Rp07
凤凰资讯,https://smt.1678520.xyz/smt3.2.1.php?id=phoenixinfo_hd
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰资讯,http://php.jdshipin.com:8880/smt.php?id=phoenixinfo_hd
凤凰资讯,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=live1200
凤凰资讯,https://cdn6.101.qzz.io/163189/fhzx
凤凰中文,http://218.206.193.218:8888/hls/66/index.m3u8
凤凰卫视,http://218.206.193.218:8888/hls/67/index.m3u8
香港9.30台,https://vdm6-ali.gdtuohang.com/live/h6-2.flv
香港9.31台,https://yyy.bjqiaojiangren.com/lives/123678.flv
新奥9.31台,https://play99.999000lhc.com/live/mosixmark.flv
老奥9.32台,https://vdm6-ali.xjoyomn.com/live/2032-2.flv
凤凰中文,http://t.061899.xyz/tl/js/js.php?id=fhwszwt
凤凰资讯,http://t.061899.xyz/tl/js/js.php?id=fhwszxt
凤凰香港,http://t.061899.xyz/tl/js/js.php?id=fhwsxgt
凤凰卫视,http://php.jdshipin.com:8880/smt.php?id=phoenixtv_hd
凤凰香港,http://php.jdshipin.com:8880/smt.php?id=hkphoenix_twn
凤凰香港,http://r.jdshipin.com/yDoTN
无线新闻,https://cdn9.163189.xyz/smt3.1.1.php?id=inews_twn
Viutv,http://php.jdshipin.com:8880/PLTV/iptv.php?id=viutv
凤凰中文,http://t.061899.xyz/tl/dq.php?id=fhzw
凤凰资讯,http://t.061899.xyz/tl/dq.php?id=fhzx
凤凰中文,http://m.061899.xyz/mg/fhzw
凤凰资讯,http://m.061899.xyz/mg/fhzx
凤凰香港,http://m.061899.xyz/mg/fhhk

